ID,이름,현재.상태,생년월일,samename_check
71433,이정호,은퇴,1982년 04월 27일,10_키움
67341,이정후,KBO,1998년 08월 20일,
69035,이정훈,KBO,2000년 09월 08일,1군기록없음
97541,이정훈,은퇴,1977년 10월 09일,10_롯데_11_16_키움
67644,이정훈,Futures,1994년 12월 07일,17_기아
87721,이정훈,은퇴,1963년 08월 28일,1군기록없음
60635,이정훈,은퇴,1991년 04월 27일,12_기아
98334,이정훈,은퇴,1975년 11월 23일,1군기록없음
93607,이종범,은퇴,1970년 08월 15일,
65661,이종석,Futures,1992년 07월 21일,
73339,이종욱,은퇴,1980년 06월 18일,
67066,이종혁,KBO,1997년 05월 29일,
60667,이종환,은퇴,1986년 05월 08일,
77654,이준수,KBO,1988년 06월 17일,
65665,이준영,KBO,1992년 08월 10일,
66501,이준형,은퇴,1993년 01월 30일,1군기록없음
62463,이준형,은퇴,1993년 06월 03일,15_16_LG
60693,이준호,Futures,1987년 09월 07일,11_13_기아
99450,이준호,은퇴,1976년 10월 08일,1군기록없음
62522,이지모,은퇴,1986년 10월 30일,
79456,이지영,KBO,1986년 02월 27일,
64013,이지찬,은퇴,1991년 08월 19일,
64895,이진석,Futures,1995년 05월 20일,
66512,이진영,은퇴,1992년 10월 02일,1군기록없음
66657,이진영,Futures,1997년 07월 21일,1군기록없음
99810,이진영,은퇴,1980년 06월 15일,10_15_LG_16_18_KT
60304,이창섭,은퇴,1987년 03월 10일,
64706,이창열,KBO,1991년 09월 06일,
77854,이창욱,은퇴,1984년 08월 28일,
65057,이창재,은퇴,1992년 12월 29일,
64560,이창진,KBO,1991년 03월 04일,
61186,이천웅,KBO,1988년 10월 20일,
63749,이충호,KBO,1994년 09월 20일,
66444,이케빈,KBO,1992년 02월 13일,
60768,이태양,KBO,1990년 07월 03일,12_14_16_19_한화
61323,이태양,은퇴,1993년 01월 28일,11_12_키움_13_16_NC
60102,이태원,은퇴,1986년 03월 17일,
73342,이택근,KBO,1980년 07월 10일,
69453,이학주,KBO,1990년 11월 04일,
76822,이한진,은퇴,1983년 12월 20일,
60343,이해창,KBO,1987년 05월 11일,11_키움_15_19_KT
82873,이해창,은퇴,1953년 04월 23일,1군기록없음
72606,이현곤,은퇴,1980년 02월 21일,
62499,이현동,KBO,1993년 03월 27일,
65869,이현석,KBO,1992년 06월 07일,
76329,이현승,KBO,1983년 10월 11일,
61214,이현호,KBO,1992년 07월 14일,
62951,이형범,KBO,1994년 02월 27일,
78135,이형종,KBO,1989년 06월 07일,
98259,이혜천,은퇴,1979년 03월 12일,
77648,이호신,은퇴,1984년 05월 19일,
64058,이호준,은퇴,1990년 07월 17일,1군기록없음
94629,이호준,은퇴,1976년 02월 08일,10_12_SK_13_17_NC
63634,이홍구,은퇴,1990년 12월 11일,
63440,이흥련,KBO,1989년 05월 16일,
78739,이희근,은퇴,1985년 06월 07일,
89321,이희성,은퇴,1966년 05월 02일,1군기록없음
61357,이희성,은퇴,1988년 03월 09일,12_LG
98521,임경완,은퇴,1975년 12월 28일,
62793,임경훈,은퇴,1989년 08월 30일,
62754,임기영,KBO,1993년 04월 16일,
60634,임기준,KBO,1991년 10월 08일,
66493,임대한,Futures,1993년 08월 13일,
78128,임도현,은퇴,1985년 09월 06일,
64346,임병욱,KBO,1995년 09월 30일,
66990,임서준,Futures,1993년 04월 19일,
66833,임석진,KBO,1997년 10월 10일,
78843,임성헌,은퇴,1985년 06월 22일,
72458,임세업,은퇴,1983년 09월 01일,
77464,임익준,은퇴,1988년 03월 15일,
99507,임재철,은퇴,1976년 04월 08일,
64803,임재현,KBO,1991년 05월 29일,
61891,임정우,은퇴,1991년 04월 02일,
63959,임정호,Futures,1990년 04월 16일,
63554,임종혁,은퇴,1990년 04월 07일,
62611,임준섭,KBO,1989년 07월 16일,
73632,임준혁,은퇴,1984년 10월 09일,
64155,임지섭,KBO,1995년 09월 06일,
64340,임지열,KBO,1995년 08월 22일,
60441,임진우,은퇴,1987년 05월 13일,
61101,임찬규,KBO,1992년 11월 20일,
78352,임창민,KBO,1985년 08월 25일,
95657,임창용,은퇴,1976년 06월 04일,
62868,임치영,은퇴,1988년 10월 29일,
77326,임태준,은퇴,1988년 04월 23일,
77251,임태훈,은퇴,1988년 09월 28일,
60655,임한용,은퇴,1987년 07월 15일,
61457,임현준,KBO,1988년 12월 21일,
74823,임훈,은퇴,1985년 07월 17일,
71347,장민석,은퇴,1982년 05월 09일,
60255,장민익,Futures,1991년 02월 05일,
79764,장민재,KBO,1990년 03월 19일,
78548,장성우,KBO,1990년 01월 17일,
96610,장성호,은퇴,1977년 10월 18일,
63202,장승현,KBO,1994년 03월 07일,
63360,장시윤,KBO,1993년 09월 23일,
77318,장시환,KBO,1987년 11월 01일,
79334,장영석,KBO,1990년 05월 14일,
63700,장운호,KBO,1994년 02월 20일,
76355,장원삼,KBO,1983년 06월 09일,
74513,장원준,KBO,1985년 07월 31일,
60340,장종덕,은퇴,1987년 10월 29일,
64115,장준원,은퇴,1995년 11월 21일,
69645,장지수,KBO,2000년 05월 25일,
67443,장지훈,KBO,1997년 03월 31일,
74139,장진용,은퇴,1986년 01월 28일,
66706,장진혁,KBO,1993년 09월 30일,
79642,장태성,은퇴,1986년 12월 15일,
77927,장필준,KBO,1988년 04월 08일,
63950,장현식,KBO,1995년 02월 24일,
61434,저마노,은퇴,1982년 08월 06일,
70364,전근표,은퇴,1977년 03월 05일,
78361,전민수,KBO,1989년 03월 18일,
68205,전민재,KBO,1999년 06월 30일,
73228,전병두,은퇴,1984년 10월 14일,
65586,전병우,KBO,1992년 10월 24일,
69969,전사민,KBO,1999년 07월 06일,
66609,전상현,KBO,1996년 04월 18일,
69047,전용주,KBO,2000년 02월 12일,
64267,전용훈,Futures,1995년 03월 20일,
75340,전유수,KBO,1986년 11월 29일,
79339,전인환,은퇴,1990년 06월 04일,
78513,전준우,KBO,1986년 02월 25일,
94364,전준호,은퇴,1975년 04월 10일,10_11_SK
75853,전준호,은퇴,1986년 07월 23일,1군기록없음
67123,전준호,KBO,1998년 07월 01일,19_LG
91511,전준호,은퇴,1969년 02월 15일,1군기록없음
75706,전현태,은퇴,1986년 07월 09일,
66716,정경운,은퇴,1993년 08월 09일,
64769,정광운,KBO,1991년 04월 21일,
62894,정규창,은퇴,1989년 06월 29일,
75808,정근우,KBO,1982년 10월 02일,
60264,정대현,은퇴,1991년 07월 19일,10_14_두산_15_16_KT_17_키움
71801,정대현,은퇴,1978년 11월 10일,10_11_SK_12_16_롯데
78760,정대훈,은퇴,1985년 03월 08일,
66858,정동윤,Futures,1997년 10월 22일,
66659,정동현,은퇴,1997년 03월 20일,
77746,정민혁,은퇴,1983년 09월 14일,
76720,정범모,KBO,1987년 03월 26일,
61304,정범수,은퇴,1992년 08월 08일,
61104,정병곤,KBO,1988년 03월 23일,
73513,정보명,은퇴,1980년 08월 23일,
61658,정상교,은퇴,1991년 10월 01일,
71842,정상호,KBO,1982년 12월 24일,
65058,정성곤,KBO,1996년 07월 10일,
68556,정성종,KBO,1995년 11월 16일,
67422,정성훈,은퇴,1998년 05월 07일,1군기록없음
99606,정성훈,은퇴,1980년 06월 27일,10_17_LG_18_기아
96465,정성훈,은퇴,1977년 12월 09일,1군기록없음
90673,정성훈,은퇴,1972년 05월 17일,1군기록없음
66960,정수민,KBO,1990년 04월 01일,
79231,정수빈,KBO,1990년 10월 07일,
97350,정수성,은퇴,1978년 03월 04일,
62056,정영일,KBO,1988년 11월 16일,
79617,정용운,KBO,1990년 07월 06일,
65368,정용준,은퇴,1995년 06월 21일,
74857,정우람,KBO,1985년 06월 01일,
69159,정우영,KBO,1999년 08월 19일,
70240,정원석,은퇴,1977년 03월 27일,
68743,정은원,KBO,2000년 01월 17일,
75151,정의윤,KBO,1986년 07월 25일,
79440,정인욱,KBO,1990년 12월 18일,
73166,정재복,은퇴,1981년 02월 13일,
74748,정재원,KBO,1984년 08월 11일,
76240,정재훈,은퇴,1981년 05월 06일,1군기록없음
73241,정재훈,은퇴,1980년 01월 01일,10_14_두산_15_롯데_16_두산
80500,정재훈,은퇴,1972년 03월 14일,1군기록없음
79150,정주현,KBO,1990년 10월 13일,
65096,정주후,은퇴,1995년 06월 26일,
63558,정준혁,KBO,1994년 04월 01일,
62941,정진,은퇴,1979년 08월 06일,
61869,정진기,KBO,1992년 10월 10일,
70540,정진수,은퇴,1981년 04월 19일,
94724,정진식,은퇴,1971년 11월 15일,
70249,정진용,은퇴,1977년 12월 01일,
71757,정진원,은퇴,1976년 09월 05일,
65293,정진철,은퇴,1991년 12월 28일,
61208,정진호,KBO,1988년 10월 02일,11_12_15_19_두산
83450,정진호,은퇴,1956년 06월 23일,1군기록없음
78148,정찬헌,KBO,1990년 01월 26일,
62595,정태승,KBO,1988년 03월 17일,
63450,정현,KBO,1994년 06월 01일,
69305,정현민,Futures,1999년 09월 14일,
95101,정현발,은퇴,1953년 02월 20일,
78745,정현석,은퇴,1984년 03월 01일,
96462,정현욱,은퇴,1978년 12월 02일,10_12_삼성_13_14_16_LG
69208,정현욱,Futures,1999년 10월 27일,1군기록없음
98129,정현택,은퇴,1980년 02월 22일,
99317,정현희,은퇴,1977년 01월 10일,
79459,정형식,은퇴,1991년 01월 28일,
60342,정회찬,은퇴,1987년 02월 07일,
60523,정훈,KBO,1987년 07월 18일,
75762,정희상,은퇴,1982년 08월 13일,
72801,제춘모,은퇴,1982년 04월 05일,
70755,조규수,은퇴,1981년 09월 15일,
63104,조근종,KBO,1990년 05월 16일,
63348,조덕길,KBO,1989년 10월 02일,
72466,조동찬,은퇴,1983년 07월 27일,
71848,조동화,은퇴,1981년 03월 22일,
65067,조무근,KBO,1991년 09월 26일,
63342,조상우,KBO,1994년 09월 04일,
64802,조성모,KBO,1992년 02월 14일,
60891,조성우,은퇴,1988년 02월 08일,13_14_SK
78767,조성우,은퇴,1989년 01월 30일,1군기록없음
99543,조성환,은퇴,1976년 12월 23일,
68848,조성훈,KBO,1999년 03월 22일,
69150,조셉,KBO,1991년 07월 16일,
66209,조수행,Futures,1993년 08월 30일,
64154,조쉬벨,은퇴,1986년 11월 13일,
79235,조승수,은퇴,1990년 06월 09일,
69360,조영건,KBO,1999년 02월 04일,
77256,조영민,은퇴,1985년 10월 31일,1군기록없음
74726,조영민,은퇴,1981년 03월 11일,11_SK
64768,조영우,KBO,1995년 06월 27일,
75441,조영훈,은퇴,1982년 11월 12일,
87771,조용호,은퇴,1965년 02월 13일,1군기록없음
64868,조용호,KBO,1989년 09월 09일,17_18_SK_19_KT
66992,조원빈,Futures,1993년 04월 10일,
62147,조윤준,은퇴,1989년 08월 30일,
98144,조인성,은퇴,1975년 05월 25일,
72313,조재호,은퇴,1980년 01월 10일,
63792,조정원,은퇴,1990년 08월 10일,
75537,조정훈,은퇴,1985년 05월 03일,
71835,조중근,은퇴,1982년 12월 20일,
63730,조지훈,Futures,1994년 04월 06일,
73657,조태수,은퇴,1983년 05월 29일,
74358,조평호,은퇴,1985년 08월 07일,
90475,조필현,은퇴,1971년 07월 05일,
65827,조한욱,KBO,1996년 12월 19일,
75268,조현근,은퇴,1985년 11월 21일,
64047,조현우,KBO,1994년 03월 30일,
63593,조홍석,KBO,1990년 02월 23일,
65060,주권,KBO,1995년 05월 31일,
73440,주재필,은퇴,1980년 09월 19일,
61154,주키치,은퇴,1982년 10월 17일,
65707,주현상,은퇴,1992년 08월 10일,
66354,주효상,KBO,1997년 11월 11일,
73306,지석훈,KBO,1984년 03월 17일,
64717,지성준,KBO,1994년 04월 10일,
71715,지승민,은퇴,1978년 09월 12일,
62302,지재옥,은퇴,1988년 07월 24일,
66628,지크,은퇴,1989년 09월 11일,
97202,진갑용,은퇴,1974년 05월 08일,
79545,진명호,KBO,1989년 03월 20일,
78257,진야곱,은퇴,1989년 04월 11일,
89771,진정필,은퇴,1966년 02월 10일,
95235,진필중,은퇴,1972년 10월 13일,
76650,진해수,KBO,1986년 06월 26일,
64615,차명진,KBO,1995년 03월 03일,
76455,차우찬,KBO,1987년 05월 31일,
73602,차일목,은퇴,1981년 01월 26일,
65509,차재용,KBO,1996년 08월 20일,
75663,차정민,은퇴,1982년 11월 23일,
79196,차화준,은퇴,1990년 08월 24일,1군기록없음
75307,차화준,은퇴,1986년 03월 20일,12_키움_13_NC
63939,찰리,은퇴,1985년 10월 25일,
64085,채기영,은퇴,1995년 09월 01일,
69748,채드벨,KBO,1989년 02월 28일,
71845,채병용,KBO,1982년 04월 25일,
72742,채상병,은퇴,1979년 12월 18일,
66302,채상현,은퇴,1993년 04월 14일,
61929,채선관,은퇴,1988년 05월 03일,
79192,채은성,KBO,1990년 02월 06일,
70833,채종범,은퇴,1977년 12월 03일,
77463,채태인,KBO,1982년 10월 11일,
69804,채현우,KBO,1995년 11월 21일,
67394,초이스,은퇴,1989년 11월 10일,
68036,최건,KBO,1999년 04월 10일,
73650,최건호,은퇴,1984년 08월 12일,
69802,최경모,KBO,1996년 06월 17일,
73824,최경철,은퇴,1980년 08월 15일,
62966,최금강,은퇴,1989년 04월 26일,
74543,최대성,KBO,1985년 05월 17일,
94132,최동수,은퇴,1971년 09월 11일,
79140,최동환,KBO,1989년 09월 19일,
65447,최민구,은퇴,1992년 03월 17일,
63895,최민재,KBO,1994년 01월 08일,
68856,최민준,Futures,1999년 06월 11일,18_SK
73757,최민준,은퇴,1984년 04월 05일,1군기록없음
65157,최민창,은퇴,1996년 04월 16일,
60658,최병연,은퇴,1986년 12월 21일,
64259,최병욱,은퇴,1989년 06월 02일,
64493,최선호,KBO,1991년 12월 12일,
79137,최성민,은퇴,1990년 07월 31일,
66920,최성영,KBO,1997년 04월 28일,
62146,최성훈,KBO,1989년 10월 11일,
65905,최승민,KBO,1996년 07월 01일,19_NC
93166,최승민,은퇴,1974년 03월 21일,1군기록없음
66403,최승민,은퇴,1991년 01월 07일,1군기록없음
76158,최승준,KBO,1988년 01월 11일,
70122,최승환,은퇴,1978년 02월 25일,
61197,최영진,KBO,1988년 05월 10일,
97336,최영필,은퇴,1974년 05월 13일,
64718,최영환,KBO,1992년 02월 20일,14_15_한화_19_롯데
82581,최영환,은퇴,1959년 02월 28일,1군기록없음
78666,최용규,은퇴,1985년 08월 31일,
64213,최용제,KBO,1991년 07월 12일,
62741,최우석,은퇴,1993년 02월 06일,12_한화
90490,최우석,은퇴,1968년 01월 15일,1군기록없음
60848,최원재,은퇴,1987년 04월 29일,
77466,최원제,은퇴,1989년 02월 04일,
67263,최원준,KBO,1994년 12월 21일,18_19_두산
64669,최원준,은퇴,1990년 09월 20일,1군기록없음
66606,최원준,KBO,1997년 03월 23일,16_19_기아
65320,최원태,KBO,1997년 01월 07일,
60805,최윤석,KBO,1987년 03월 28일,
61185,최인영,은퇴,1989년 07월 29일,
63913,최재원,Futures,1990년 07월 30일,13_15_NC_16_삼성_17_LG
66621,최재원,은퇴,1993년 04월 10일,1군기록없음
78288,최재훈,KBO,1989년 08월 27일,
75847,최정,KBO,1987년 02월 28일,
80583,최정기,은퇴,1956년 07월 16일,
62893,최정민,KBO,1989년 06월 02일,
65464,최정용,Futures,1996년 10월 24일,
40003,최정우,은퇴,1955년 06월 02일,
69992,최정원,Futures,2000년 06월 24일,
96824,최정환,은퇴,1973년 09월 26일,
76267,최주환,KBO,1988년 02월 28일,
71552,최준석,은퇴,1983년 02월 15일,
68868,최준우,KBO,1999년 03월 25일,
67421,최지광,KBO,1998년 03월 13일,
74729,최진행,KBO,1985년 08월 17일,
61896,최진호,KBO,1992년 11월 14일,1군기록없음
77759,최진호,은퇴,1984년 08월 26일,11_한화
68419,최채흥,KBO,1995년 01월 22일,
66451,최충연,KBO,1997년 03월 05일,
68501,최하늘,KBO,1999년 03월 26일,
62884,최항,KBO,1994년 01월 03일,
90687,최향남,은퇴,1971년 03월 28일,
61267,최현정,은퇴,1992년 12월 03일,
61228,최현진,은퇴,1992년 09월 24일,
72443,최형우,KBO,1983년 12월 16일,
75608,최훈락,은퇴,1982년 05월 12일,
77623,최희섭,은퇴,1979년 03월 16일,
72139,추승우,은퇴,1979년 09월 24일,
68362,추재현,KBO,1999년 02월 22일,
79854,카도쿠라,은퇴,1973년 03월 09일,
63465,카리대,은퇴,1983년 10월 28일,
66750,카스티요,은퇴,1989년 02월 19일,
60726,카페얀,은퇴,1981년 01월 13일,
64203,칸투,은퇴,1982년 01월 30일,
69103,켈리,KBO,1989년 10월 04일,19_LG
65856,켈리,은퇴,1988년 10월 14일,15_18_SK
61541,코리,은퇴,1973년 10월 21일,
66323,코엘로,은퇴,1984년 11월 23일,
66154,코프랜드,은퇴,1987년 12월 15일,
60697,콜론,은퇴,1979년 08월 13일,
69032,쿠에바스,KBO,1990년 10월 14일,
79435,크루세타,은퇴,1981년 07월 04일,
78725,클락,은퇴,1976년 03월 05일,
64761,클레이,은퇴,1988년 02월 15일,
65425,클로이드,은퇴,1987년 05월 16일,
64762,타투스코,은퇴,1985년 03월 27일,
62451,탈보트,은퇴,1983년 10월 17일,
69640,터너,KBO,1991년 05월 21일,
69652,터커,KBO,1990년 07월 06일,
64914,테임즈,은퇴,1986년 11월 10일,
64659,토마스,은퇴,1984년 01월 18일,14_기아
78726,토마스,은퇴,1977년 10월 22일,1군기록없음
69550,톰슨,KBO,1994년 01월 31일,
61629,트레비스,은퇴,1982년 11월 04일,
64136,티포드,은퇴,1984년 05월 15일,
68244,파레디스,은퇴,1988년 11월 25일,
67645,팻딘,은퇴,1989년 05월 25일,
69165,페게로,KBO,1987년 02월 22일,
69209,페르난데스,KBO,1988년 04월 27일,19_두산
72824,페르난데스,은퇴,1974년 11월 02일,1군기록없음
61231,페르난도,은퇴,1982년 07월 15일,
67435,페트릭,은퇴,1989년 07월 29일,
65762,폭스,은퇴,1982년 07월 20일,
62230,프록터,은퇴,1977년 01월 02일,
69953,프리드릭,KBO,1987년 07월 08일,
66423,플란데,은퇴,1986년 01월 27일,
65444,피가로,은퇴,1984년 07월 07일,
66032,피노,은퇴,1983년 12월 26일,
65331,피어밴드,은퇴,1985년 08월 22일,
64746,피에,은퇴,1985년 02월 08일,
64699,필,은퇴,1984년 09월 09일,
64350,하영민,KBO,1995년 05월 07일,
69813,하재훈,KBO,1990년 10월 29일,
62700,하주석,KBO,1994년 02월 25일,
68639,하준영,KBO,1999년 09월 06일,
78517,하준호,KBO,1989년 04월 29일,
79804,하지호,은퇴,1984년 12월 16일,
76610,한기주,KBO,1987년 04월 29일,
65104,한나한,은퇴,1980년 03월 04일,
62895,한동민,KBO,1989년 08월 09일,
68525,한동희,KBO,1999년 06월 01일,18_19_롯데
70332,한동희,은퇴,1980년 04월 21일,1군기록없음
73703,한상훈,은퇴,1980년 06월 03일,
69111,한선태,KBO,1994년 06월 14일,
61693,한성구,은퇴,1988년 09월 14일,
63722,한승택,KBO,1994년 06월 21일,
61666,한승혁,KBO,1993년 01월 03일,12_18_기아
66557,한승혁,KBO,1996년 05월 20일,1군기록없음
78762,한윤섭,은퇴,1985년 09월 12일,
64255,한주성,Futures,1995년 02월 26일,
62363,한현희,KBO,1993년 06월 25일,
79138,한희,은퇴,1989년 11월 11일,
86770,한희민,은퇴,1962년 07월 19일,
62067,한희준,Futures,1989년 09월 08일,
63248,함덕주,KBO,1995년 01월 13일,
69605,해즐베이커,KBO,1987년 08월 14일,
63938,해커,은퇴,1983년 03월 26일,
63229,핸킨스,은퇴,1983년 07월 01일,
62892,허건엽,은퇴,1993년 07월 24일,
79240,허경민,KBO,1990년 08월 26일,
77243,허도환,KBO,1984년 07월 31일,
78458,허승민,은퇴,1986년 02월 28일,
72324,허웅,은퇴,1983년 09월 17일,11_14_15_SK
65896,허웅,은퇴,1996년 05월 26일,1군기록없음
79746,허유강,은퇴,1986년 11월 16일,
61566,허일,KBO,1992년 11월 20일,
72522,허일상,은퇴,1979년 12월 21일,
65399,허정협,KBO,1990년 02월 17일,
75344,허준,은퇴,1981년 07월 20일,10_11_키움_13_14_NC
93705,허준,은퇴,1970년 05월 29일,1군기록없음
74556,허준혁,은퇴,1985년 12월 15일,10_15_롯데
79535,허준혁,KBO,1990년 09월 30일,10_11_롯데_12_SK_14_16_18_두산
66138,허프,은퇴,1984년 08월 22일,
65659,험버,은퇴,1982년 12월 21일,
68794,헤일,은퇴,1987년 09월 27일,
69435,헤일리,KBO,1991년 06월 16일,
66643,헥터,은퇴,1987년 01월 26일,
68260,현도훈,은퇴,1993년 01월 13일,
72427,현재윤,은퇴,1979년 07월 08일,
68730,호잉,KBO,1989년 05월 18일,
64658,홀튼,은퇴,1979년 08월 12일,
61643,홍건희,KBO,1992년 09월 29일,
76854,홍명찬,은퇴,1987년 01월 19일,
78247,홍상삼,KBO,1990년 02월 13일,
61366,홍성갑,Futures,1992년 08월 02일,
65042,홍성무,KBO,1993년 01월 25일,
62655,홍성민,KBO,1989년 07월 15일,
75149,홍성용,은퇴,1986년 11월 18일,
99222,홍성흔,은퇴,1977년 02월 28일,
70626,홍세완,은퇴,1978년 01월 16일,
64204,홍영현,은퇴,1991년 01월 07일,
96253,홍재호,은퇴,1974년 02월 02일,1군기록없음
60605,홍재호,KBO,1987년 05월 10일,10_13_16_19_기아
65496,홍정우,KBO,1996년 03월 16일,
66108,홍창기,KBO,1993년 11월 21일,
67005,홍현빈,Futures,1997년 08월 29일,
66207,황경태,KBO,1996년 08월 17일,
65610,황대인,KBO,1996년 02월 10일,
72261,황덕균,은퇴,1983년 04월 28일,
76562,황동채,은퇴,1983년 07월 04일,
63077,황목치승,은퇴,1985년 06월 21일,
66469,황선도,KBO,1997년 08월 28일,
76404,황선일,은퇴,1987년 02월 17일,
61496,황수범,은퇴,1986년 11월 17일,
63698,황수현,은퇴,1991년 08월 31일,
64760,황영국,KBO,1995년 12월 26일,
62908,황윤호,KBO,1993년 09월 22일,
65618,황인준,KBO,1991년 07월 23일,18_19_기아
65614,황인준,은퇴,1989년 05월 07일,1군기록없음
79758,황재규,은퇴,1986년 04월 16일,
76313,황재균,KBO,1987년 07월 28일,
62646,황정립,은퇴,1989년 12월 14일,
78566,황진수,KBO,1989년 02월 15일,
68240,후랭코프,KBO,1988년 08월 27일,
68742,휠러,은퇴,1990년 10월 27일,
64553,히메네스,은퇴,1982년 05월 07일,14_롯데
65103,히메네스,은퇴,1988년 01월 18일,15_17_LG
60240,히메네스,은퇴,1980년 10월 27일,10_두산
78650,정우엽,은퇴,1989년 06월 20일,
60496,김동은,은퇴,1990년 11월 13일,
69207,김태근,KBO,1996년 08월 10일,
69439,라이블리,KBO,1992년 03월 05일,
69418,박승규,KBO,2000년 09월 02일,
78819,백청훈,KBO,1987년 11월 19일,
69405,윌리엄슨,KBO,1990년 07월 15일,
65117,이상규,KBO,1996년 10월 20일,
69168,이상영,KBO,2000년 12월 03일,
64014,김병희,KBO,1990년 12월 06일,
67962,소이현,KBO,1999년 02월 09일,
69403,양우현,KBO,2000년 04월 13일,
63103,유원석,KBO,1989년 11월 18일,
69068,이선우,KBO,2000년 09월 19일,
66504,이찬건,KBO,1996년 05월 14일,
65398,임규빈,KBO,1991년 09월 12일,
68518,정보근,KBO,1999년 08월 31일,
68646,한준수,KBO,1999년 02월 13일,
